toilet.svg,-90,2
home.svg,-90,2
hospital.svg,0,3.5
bicycle.svg,-90,2.5
lightning-bolt.svg,-90,2.5
car-side.svg,-90,2.5
volume-high.svg,-90,2.5
lightbulb.svg,-90,2.5
scooter.svg,-90,2.5
garage.svg,-90,2.5
door.svg,-90,2.5
hammer-wrench.svg,-90,2.5
email-outline.svg,-90,2
recycle.svg,-90,2.5
anchor.svg,-90,2.5
lock.svg,-90,2.5
fuel.svg,-90,2.5
skull-outline.svg,-90,2
pac-man.svg,-90,2
medication-outline.svg,-90,2
fire.svg,-90,2.5
trash-can.svg,-90,2
battery-sync.svg,-90,2
